title,description,url
UCR mechanical engineering professor receives award to quantify roadside pollutants,"Near-road air quality continues to be an important issue for transportation agencies. Invisible plumes of dirty air from cars and trucks on roadways spread to surrounding neighborhoods increasing residents’ risk of cancer, asthma, heart disease, and other illnesses.",https://news.ucr.edu/articles/2019/06/17/ucr-mechanical-engineering-professor-receives-award-quantify-roadside
Looming insect invasion threatens California wine and avocados,"UC Riverside is testing whether a sesame seed-sized wasp can control a pest that could seriously damage California crops including wine, walnuts, and avocados. ",https://news.ucr.edu/articles/2019/06/17/looming-insect-invasion-threatens-california-wine-and-avocados
How private prison companies are influencing immigration policy,Groundbreaking study finds increased support for punitive immigration legislation in districts with privately owned or managed ICE detention facilities,https://news.ucr.edu/articles/2018/07/09/how-private-prison-companies-are-influencing-immigration-policy
Research suggests Trump’s ‘Muslim ban’ produced rare shift in public opinion,"Far from its intended effect, the ban generated public opposition to the policy, according to a study co-authored by UCR’s Loren Collingwood",https://news.ucr.edu/articles/2018/01/12/research-suggests-trumps-muslim-ban-produced-rare-shift-public-opinion
Tropical trees use unique method to resist drought,"UCR research may alleviate concerns about impact of drought on Amazonian trees, which play a critical role in regulating the global climate",https://news.ucr.edu/articles/2018/02/21/tropical-trees-use-unique-method-resist-drought
Surprising number of exoplanets could host life,A new UC Riverside study shows other stars could have as many as seven Earth-like planets in the absence of a gas giant like Jupiter. ,https://news.ucr.edu/articles/2020/07/31/surprising-number-exoplanets-could-host-life
"In sexual conflict, ant queens prevail in evolutionary arms race","It’s hidden from sight, but there’s an epic battle of the sexes raging in the leafcutter ant species Atta colombica. Competing males deliver sperm in a fluid that’s toxic to rivals’ sperm, while females quash their efforts in order to ensure their own reproductive success.",https://news.ucr.edu/articles/2019/07/23/sexual-conflict-ant-queens-prevail-evolutionary-arms-race
Using Earth’s history to inform the search for life on exoplanets,UC Riverside is leading one of the NASA Astrobiology Program’s eight new research teams tackling questions about the evolution and origins of life on Earth and the possibility of life beyond our solar system.,https://news.ucr.edu/articles/2020/12/08/using-earths-history-inform-search-life-exoplanets
Newly discovered planet survived the death of its star,Astronomers report what may be the first example of an intact planet closely orbiting a white dwarf,https://news.ucr.edu/articles/2020/09/16/newly-discovered-planet-survived-death-its-star
"To survive asteroid impact, algae learned to hunt","Tiny, seemingly harmless ocean plants survived the darkness of the asteroid strike that killed the dinosaurs by learning a ghoulish behavior — eating other living creatures.",https://news.ucr.edu/articles/2020/10/30/survive-asteroid-impact-algae-learned-hunt
Drug found to correct gene defect that causes immune-driven gut leakiness,UC Riverside-led study is the first to show how tofacitinib rescues gut barrier function from overactive immune cells,https://news.ucr.edu/articles/2020/09/29/drug-found-correct-gene-defect-causes-immune-driven-gut-leakiness
New method expands the world of small RNAs,PANDORA sequencing method developed by UC Riverside-led team can detect once-undetectable small RNAs,https://news.ucr.edu/articles/2021/04/05/new-method-expands-world-small-rnas
Girly and a fighter. But are MMA women breaking barriers?,Study finds male-dominated MMA is not friendly to gender equality.,https://news.ucr.edu/articles/2022/08/24/girly-and-fighter-are-mma-women-breaking-barriers
Leaving it all to chance,"Douglas McCulloh is not a man ruled by fate, but rather, chance. In fact, McCulloh, who joined UCR ARTS as the new senior curator for the California Museum of Photography, or CMP, in July has made chance his primary modus operandi. He traces his preoccupation with chance back to his parents — a geologist and an Austrian refugee — inheriting notions of deep time and geologic inconsequence from his father and proof that life can change in an instant from his mother, who was forced to flee Europe during her childhood.",https://news.ucr.edu/articles/2019/03/15/leaving-it-all-chance
How genome organization influences cell fate,UC Riverside-led study identifies how blood stem cells maintain their fate,https://news.ucr.edu/articles/2022/04/29/how-genome-organization-influences-cell-fate
"After four years of hard work, Match Day arrives for UC Riverside medical students",38 students in Class of 2019 were matched for a residency program of their choice,https://news.ucr.edu/articles/2019/03/15/after-four-years-hard-work-match-day-arrives-uc-riverside-medical-students
"To impress females, Costa’s hummingbirds “sing” with their tail feathers",UCR Researchers show how male Costa’s control the acoustics of a tail song produced during high speed dives,https://news.ucr.edu/articles/2018/04/12/impress-females-costas-hummingbirds-sing-their-tail-feathers
Confronting loss and loneliness in “If You Have to Go”,"Loneliness, while inherently isolating, is also a universal experience. This dichotomy lies at the heart of poet Katie Ford’s newest collection, “If You Have to Go.” Dominated by a crown of 39 sonnets — each linked by the repetition of the last line of a poem as the first line of the next — the book unfolds as a dreamlike narrative loosely threaded together by one solitary, longing voice.",https://news.ucr.edu/articles/2019/02/05/confronting-loss-and-loneliness-if-you-have-go
L.A. Times spotlights move to protect ‘Noah’s Ark of citrus’,Citrus greening has made its way to Riverside and is spreading. The L.A. Times features UCR researchers fighting to protect the 22-acre Citrus Variety Collection,https://news.ucr.edu/articles/2020/02/19/la-times-spotlights-move-protect-noahs-ark-citrus
$10 million grant will study children's religious views,A $10 million grant to psychology researcher Rebekah Richert will fully implement a network of international researchers who will study how religion impacts children’s world views.,https://news.ucr.edu/articles/2020/02/19/10-million-grant-will-study-childrens-religious-views
Experts on brain-eating amoeba,"  For fast access to experts, email news@ucr.edu  Haizhou Liu, associate professor of chemical and environmental engineering. Professor Liu works to discover new and improved methods of removing impurities from drinking water and ensuring the safety of our water supply. Liu can speak to the difference between chloramine and chlorine, and water treatment chemistry in general. haizhou@engr.ucr.edu ",https://news.ucr.edu/articles/2020/09/29/experts-brain-eating-amoeba
Even Sonoran Desert plants aren’t immune to climate change,"In North America’s hottest, driest desert, climate change is causing the decline of plants once thought nearly immortal and replacing them with shorter shrubs that can take advantage of sporadic rainfall and warmer temperatures.  ",https://news.ucr.edu/articles/2023/03/27/even-sonoran-desert-plants-arent-immune-climate-change
Creator of 'The 1619 Project' to deliver 52nd Hays P-E lecture,"This year’s Hays Press-Enterprise Lecture will feature “The 1619 Project” creator Nikole Hannah-Jones. The 3:30 p.m., March 4 event will be online, and registrations are required in order to receive a Zoom link.",https://news.ucr.edu/articles/2021/02/05/creator-1619-project-deliver-52nd-hays-p-e-lecture
"Authors, schedule announced for 45th Writers Week","The February 2022 festival will be virtual. Lifetime Achievement Awards and Costo Medals will be presented to literary giants Sandra Cisneros, Linda Hogan, and Ishmael Reed.",https://news.ucr.edu/articles/2021/12/01/authors-schedule-announced-45th-writers-week
